[2020-08-19 10:04:00,033] INFO Socket error occurred: localhost/[0:0:0:0:0:0:0:1]:2181: Connection reset (org.apache.zookeeper.ClientCnxn)
[2020-08-19 10:07:07,965] INFO Server environment:java.class.path=C:\study\kafka\kafka\libs\activation-1.1.1.jar;C:\study\kafka\kafka\libs\aopalliance-repackaged-2.5.0.jar;C:\study\kafka\kafka\libs\argparse4j-0.7.0.jar;C:\study\kafka\kafka\libs\audience-annotations-0.5.0.jar;C:\study\kafka\kafka\libs\commons-cli-1.4.jar;C:\study\kafka\kafka\libs\commons-lang3-3.8.1.jar;C:\study\kafka\kafka\libs\connect-api-2.5.0.jar;C:\study\kafka\kafka\libs\connect-basic-auth-extension-2.5.0.jar;C:\study\kafka\kafka\libs\connect-file-2.5.0.jar;C:\study\kafka\kafka\libs\connect-json-2.5.0.jar;C:\study\kafka\kafka\libs\connect-mirror-2.5.0.jar;C:\study\kafka\kafka\libs\connect-mirror-client-2.5.0.jar;C:\study\kafka\kafka\libs\connect-runtime-2.5.0.jar;C:\study\kafka\kafka\libs\connect-transforms-2.5.0.jar;C:\study\kafka\kafka\libs\hk2-api-2.5.0.jar;C:\study\kafka\kafka\libs\hk2-locator-2.5.0.jar;C:\study\kafka\kafka\libs\hk2-utils-2.5.0.jar;C:\study\kafka\kafka\libs\jackson-annotations-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-core-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-databind-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-dataformat-csv-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-datatype-jdk8-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-jaxrs-base-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-jaxrs-json-provider-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-module-jaxb-annotations-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-module-paranamer-2.10.2.jar;C:\study\kafka\kafka\libs\jackson-module-scala_2.12-2.10.2.jar;C:\study\kafka\kafka\libs\jakarta.activation-api-1.2.1.jar;C:\study\kafka\kafka\libs\jakarta.annotation-api-1.3.4.jar;C:\study\kafka\kafka\libs\jakarta.inject-2.5.0.jar;C:\study\kafka\kafka\libs\jakarta.ws.rs-api-2.1.5.jar;C:\study\kafka\kafka\libs\jakarta.xml.bind-api-2.3.2.jar;C:\study\kafka\kafka\libs\javassist-3.22.0-CR2.jar;C:\study\kafka\kafka\libs\javassist-3.26.0-GA.jar;C:\study\kafka\kafka\libs\javax.servlet-api-3.1.0.jar;C:\study\kafka\kafka\libs\javax.ws.rs-api-2.1.1.jar;C:\study\kafka\kafka\libs\jaxb-api-2.3.0.jar;C:\study\kafka\kafka\libs\jersey-client-2.28.jar;C:\study\kafka\kafka\libs\jersey-common-2.28.jar;C:\study\kafka\kafka\libs\jersey-container-servlet-2.28.jar;C:\study\kafka\kafka\libs\jersey-container-servlet-core-2.28.jar;C:\study\kafka\kafka\libs\jersey-hk2-2.28.jar;C:\study\kafka\kafka\libs\jersey-media-jaxb-2.28.jar;C:\study\kafka\kafka\libs\jersey-server-2.28.jar;C:\study\kafka\kafka\libs\jetty-client-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-continuation-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-http-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-io-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-security-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-server-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-servlet-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-servlets-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jetty-util-9.4.24.v20191120.jar;C:\study\kafka\kafka\libs\jopt-simple-5.0.4.jar;C:\study\kafka\kafka\libs\kafka-clients-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-log4j-appender-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-streams-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-streams-examples-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-streams-scala_2.12-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-streams-test-utils-2.5.0.jar;C:\study\kafka\kafka\libs\kafka-tools-2.5.0.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-javadoc.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-javadoc.jar.asc;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-scaladoc.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-scaladoc.jar.asc;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-sources.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-sources.jar.asc;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-test-sources.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-test-sources.jar.asc;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-test.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0-test.jar.asc;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0.jar;C:\study\kafka\kafka\libs\kafka_2.12-2.5.0.jar.asc;C:\study\kafka\kafka\libs\log4j-1.2.17.jar;C:\study\kafka\kafka\libs\lz4-java-1.7.1.jar;C:\study\kafka\kafka\libs\maven-artifact-3.6.3.jar;C:\study\kafka\kafka\libs\metrics-core-2.2.0.jar;C:\study\kafka\kafka\libs\netty-buffer-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-codec-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-common-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-handler-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-resolver-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-transport-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-transport-native-epoll-4.1.45.Final.jar;C:\study\kafka\kafka\libs\netty-transport-native-unix-common-4.1.45.Final.jar;C:\study\kafka\kafka\libs\osgi-resource-locator-1.0.1.jar;C:\study\kafka\kafka\libs\paranamer-2.8.jar;C:\study\kafka\kafka\libs\plexus-utils-3.2.1.jar;C:\study\kafka\kafka\libs\reflections-0.9.12.jar;C:\study\kafka\kafka\libs\rocksdbjni-5.18.3.jar;C:\study\kafka\kafka\libs\scala-collection-compat_2.12-2.1.3.jar;C:\study\kafka\kafka\libs\scala-java8-compat_2.12-0.9.0.jar;C:\study\kafka\kafka\libs\scala-library-2.12.10.jar;C:\study\kafka\kafka\libs\scala-logging_2.12-3.9.2.jar;C:\study\kafka\kafka\libs\scala-reflect-2.12.10.jar;C:\study\kafka\kafka\libs\slf4j-api-1.7.30.jar;C:\study\kafka\kafka\libs\slf4j-log4j12-1.7.30.jar;C:\study\kafka\kafka\libs\snappy-java-1.1.7.3.jar;C:\study\kafka\kafka\libs\validation-api-2.0.1.Final.jar;C:\study\kafka\kafka\libs\zookeeper-3.5.7.jar;C:\study\kafka\kafka\libs\zookeeper-jute-3.5.7.jar;C:\study\kafka\kafka\libs\zstd-jni-1.4.4-7.jar (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,968] INFO Server environment:java.library.path=C:\Program Files\Java\jdk-14.0.2\bin;C:\windows\Sun\Java\bin;C:\windows\system32;C:\windows;C:\Python27\;C:\Python27\Scripts;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\windows\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Git\cmd;C:\ProgramData\chocolatey\bin;C:\Program Files (x86)\node.js\;C:\Go\bin;C:\ProgramData\ComposerSetup\bin;C:\Program Files\Docker\Docker\resources\bin;C:\ProgramData\DockerDesktop\version-bin;C:\Visual-AMP-x64\Bin\PHP\php-7.3.12-nts-x64;C:\Program Files\Java\jdk-14.0.2\bin;"C:\Users\wangxinyu1\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Java\jdk-14.0.2\bin";C:\Users\wangxinyu1\go\bin;C:\Users\wangxinyu1\AppData\Roaming\Composer\vendor\bin;;. (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,969] INFO Server environment:java.io.tmpdir=C:\Users\WANGXI~1\AppData\Local\Temp\ (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,969] INFO Server environment:java.compiler=<NA> (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,969] INFO Server environment:os.name=Windows 10 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,970] INFO Server environment:os.arch=amd64 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,970] INFO Server environment:os.version=10.0 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,971] INFO Server environment:user.name=wangxinyu1 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,973] INFO Server environment:user.home=C:\Users\wangxinyu1 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,973] INFO Server environment:user.dir=C:\study\kafka\kafka\bin\windows (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,974] INFO Server environment:os.memory.free=494MB (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,974] INFO Server environment:os.memory.max=512MB (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,974] INFO Server environment:os.memory.total=512MB (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,977] INFO minSessionTimeout set to 6000 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,977] INFO maxSessionTimeout set to 60000 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:07,978] INFO Created server with tickTime 3000 minSessionTimeout 6000 maxSessionTimeout 60000 datadir \tmp\zookeeper\version-2 snapdir \tmp\zookeeper\version-2 (org.apache.zookeeper.server.ZooKeeperServer)
[2020-08-19 10:07:08,009] INFO Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory (org.apache.zookeeper.server.ServerCnxnFactory)
[2020-08-19 10:07:08,012] INFO Configuring NIO connection handler with 10s sessionless connection timeout, 1 selector thread(s), 12 worker threads, and 64 kB direct buffers. (org.apache.zookeeper.server.NIOServerCnxnFactory)
[2020-08-19 10:07:08,016] INFO binding to port 0.0.0.0/0.0.0.0:2181 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[2020-08-19 10:07:08,030] INFO zookeeper.snapshotSizeFactor = 0.33 (org.apache.zookeeper.server.ZKDatabase)
[2020-08-19 10:07:08,033] INFO Reading snapshot \tmp\zookeeper\version-2\snapshot.0 (org.apache.zookeeper.server.persistence.FileSnap)
[2020-08-19 10:07:08,058] INFO Snapshotting: 0xa5 to \tmp\zookeeper\version-2\snapshot.a5 (org.apache.zookeeper.server.persistence.FileTxnSnapLog)
[2020-08-19 10:07:08,078] INFO Using checkIntervalMs=60000 maxPerMinute=10000 (org.apache.zookeeper.server.ContainerManager)
[2020-08-19 10:07:08,271] INFO Socket connection established, initiating session, client: /127.0.0.1:52926, server: localhost/127.0.0.1:2181 (org.apache.zookeeper.ClientCnxn)
[2020-08-19 10:07:08,297] INFO Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x100002673c10001, negotiated timeout = 18000 (org.apache.zookeeper.ClientCnxn)
[2020-08-19 10:16:05,468] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 10:26:05,471] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 10:36:02,250] INFO [GroupCoordinator 0]: Dynamic Member with unknown member id joins group test in Empty state. Created a new member id kafka-php-8765a4d5-0243-4c07-bb0d-bffadec76d1f for this member and add to the group. (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 10:36:02,251] INFO [GroupCoordinator 0]: Preparing to rebalance group test in state PreparingRebalance with old generation 0 (__consumer_offsets-48) (reason: Adding new member kafka-php-8765a4d5-0243-4c07-bb0d-bffadec76d1f with group instance id None) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 10:36:02,258] INFO [GroupCoordinator 0]: Stabilized group test generation 1 (__consumer_offsets-48) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 10:36:03,248] INFO [GroupCoordinator 0]: Assignment received from leader for group test for generation 1 (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 10:36:05,467] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 10:46:05,455] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 10:56:05,455] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:06:05,454] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:07:08,004] INFO [GroupCoordinator 0]: Dynamic Member with unknown member id joins group test in Stable state. Created a new member id kafka-php-4a9b7ec1-a33e-4826-a435-e1b36002d3da for this member and add to the group. (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:07:08,007] INFO [GroupCoordinator 0]: Preparing to rebalance group test in state PreparingRebalance with old generation 1 (__consumer_offsets-48) (reason: Adding new member kafka-php-4a9b7ec1-a33e-4826-a435-e1b36002d3da with group instance id None) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:07:27,224] INFO [GroupCoordinator 0]: Member kafka-php-8765a4d5-0243-4c07-bb0d-bffadec76d1f in group test has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:07:27,228] INFO [GroupCoordinator 0]: Stabilized group test generation 2 (__consumer_offsets-48) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:07:28,007] INFO [GroupCoordinator 0]: Assignment received from leader for group test for generation 2 (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:27,815] INFO Creating topic test1 with configuration {} and initial partition assignment Map(0 -> ArrayBuffer(0)) (kafka.zk.AdminZkClient)
[2020-08-19 11:08:27,819] INFO Creating new log file: log.a6 (org.apache.zookeeper.server.persistence.FileTxnLog)
[2020-08-19 11:08:27,845] INFO [KafkaApi-0] Auto creation of topic test1 with 1 partitions and replication factor 1 is successful (kafka.server.KafkaApis)
[2020-08-19 11:08:27,884] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions Set(test1-0) (kafka.server.ReplicaFetcherManager)
[2020-08-19 11:08:27,899] INFO [Log partition=test1-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[2020-08-19 11:08:27,900] INFO [Log partition=test1-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 13 ms (kafka.log.Log)
[2020-08-19 11:08:27,901] INFO Created log for partition test1-0 in C:\study\kafka\kafka\bin\windows\studykafkakafkalogs\test1-0 with properties {compression.type -> producer, min.insync.replicas -> 1, message.downconversion.enable -> true, segment.jitter.ms -> 0, cleanup.policy -> [delete], flush.ms -> 9223372036854775807, retention.ms -> 604800000, segment.bytes -> 1073741824, flush.messages -> 9223372036854775807, message.format.version -> 2.5-IV0, max.compaction.lag.ms -> 9223372036854775807, file.delete.delay.ms -> 60000, max.message.bytes -> 1048588, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, preallocate -> false, index.interval.bytes -> 4096, min.cleanable.dirty.ratio -> 0.5, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, segment.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760}. (kafka.log.LogManager)
[2020-08-19 11:08:27,903] INFO [Partition test1-0 broker=0] No checkpointed highwatermark is found for partition test1-0 (kafka.cluster.Partition)
[2020-08-19 11:08:27,904] INFO [Partition test1-0 broker=0] Log loaded for partition test1-0 with initial high watermark 0 (kafka.cluster.Partition)
[2020-08-19 11:08:27,905] INFO [Partition test1-0 broker=0] test1-0 starts at leader epoch 0 from offset 0 with high watermark 0. Previous leader epoch was -1. (kafka.cluster.Partition)
[2020-08-19 11:08:29,807] INFO [GroupCoordinator 0]: Dynamic Member with unknown member id joins group test1 in Empty state. Created a new member id kafka-php-3916b06a-cdc5-476c-9e98-45fd3f74ebdc for this member and add to the group. (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:29,807] INFO [GroupCoordinator 0]: Preparing to rebalance group test1 in state PreparingRebalance with old generation 0 (__consumer_offsets-37) (reason: Adding new member kafka-php-3916b06a-cdc5-476c-9e98-45fd3f74ebdc with group instance id None) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:29,809] INFO [GroupCoordinator 0]: Stabilized group test1 generation 1 (__consumer_offsets-37) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:30,806] INFO [GroupCoordinator 0]: Assignment received from leader for group test1 for generation 1 (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:38,809] INFO [GroupCoordinator 0]: Preparing to rebalance group test1 in state PreparingRebalance with old generation 1 (__consumer_offsets-37) (reason: Updating metadata for member kafka-php-3916b06a-cdc5-476c-9e98-45fd3f74ebdc) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:38,810] INFO [GroupCoordinator 0]: Stabilized group test1 generation 2 (__consumer_offsets-37) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:39,809] INFO [GroupCoordinator 0]: Assignment received from leader for group test1 for generation 2 (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:51,140] INFO [GroupCoordinator 0]: Member kafka-php-4a9b7ec1-a33e-4826-a435-e1b36002d3da in group test has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:51,140] INFO [GroupCoordinator 0]: Preparing to rebalance group test in state PreparingRebalance with old generation 2 (__consumer_offsets-48) (reason: removing member kafka-php-4a9b7ec1-a33e-4826-a435-e1b36002d3da on heartbeat expiration) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:08:51,142] INFO [GroupCoordinator 0]: Group test with generation 3 is now empty (__consumer_offsets-48) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:16:05,456] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 11 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:26:05,438] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:29:33,760] INFO Creating topic today with configuration {} and initial partition assignment Map(0 -> ArrayBuffer(0)) (kafka.zk.AdminZkClient)
[2020-08-19 11:29:33,783] INFO [KafkaApi-0] Auto creation of topic today with 1 partitions and replication factor 1 is successful (kafka.server.KafkaApis)
[2020-08-19 11:29:33,802] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions Set(today-0) (kafka.server.ReplicaFetcherManager)
[2020-08-19 11:29:33,817] INFO [Log partition=today-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[2020-08-19 11:29:33,819] INFO [Log partition=today-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 13 ms (kafka.log.Log)
[2020-08-19 11:29:33,820] INFO Created log for partition today-0 in C:\study\kafka\kafka\bin\windows\studykafkakafkalogs\today-0 with properties {compression.type -> producer, min.insync.replicas -> 1, message.downconversion.enable -> true, segment.jitter.ms -> 0, cleanup.policy -> [delete], flush.ms -> 9223372036854775807, retention.ms -> 604800000, segment.bytes -> 1073741824, flush.messages -> 9223372036854775807, message.format.version -> 2.5-IV0, max.compaction.lag.ms -> 9223372036854775807, file.delete.delay.ms -> 60000, max.message.bytes -> 1048588, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, preallocate -> false, index.interval.bytes -> 4096, min.cleanable.dirty.ratio -> 0.5, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, segment.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760}. (kafka.log.LogManager)
[2020-08-19 11:29:33,822] INFO [Partition today-0 broker=0] No checkpointed highwatermark is found for partition today-0 (kafka.cluster.Partition)
[2020-08-19 11:29:33,824] INFO [Partition today-0 broker=0] Log loaded for partition today-0 with initial high watermark 0 (kafka.cluster.Partition)
[2020-08-19 11:29:33,824] INFO [Partition today-0 broker=0] today-0 starts at leader epoch 0 from offset 0 with high watermark 0. Previous leader epoch was -1. (kafka.cluster.Partition)
[2020-08-19 11:29:53,466] INFO [GroupCoordinator 0]: Member kafka-php-3916b06a-cdc5-476c-9e98-45fd3f74ebdc in group test1 has failed, removing it from the group (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:29:53,466] INFO [GroupCoordinator 0]: Preparing to rebalance group test1 in state PreparingRebalance with old generation 2 (__consumer_offsets-37) (reason: removing member kafka-php-3916b06a-cdc5-476c-9e98-45fd3f74ebdc on heartbeat expiration) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:29:53,467] INFO [GroupCoordinator 0]: Group test1 with generation 3 is now empty (__consumer_offsets-37) (kafka.coordinator.group.GroupCoordinator)
[2020-08-19 11:36:05,427] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 1 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:46:05,424] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 11:56:05,423] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:06:05,423] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:16:05,420] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:26:05,409] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:36:05,405] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:46:05,405] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 12:56:05,396] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:06:05,388] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:16:05,390] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:26:05,386] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:36:05,376] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:46:05,366] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 13:56:05,358] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:06:05,361] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:16:05,358] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:26:05,347] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:36:05,346] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:46:05,346] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 14:56:05,337] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 15:05:06,580] INFO Creating topic part with configuration {} and initial partition assignment Map(0 -> ArrayBuffer(0)) (kafka.zk.AdminZkClient)
[2020-08-19 15:05:06,612] INFO [KafkaApi-0] Auto creation of topic part with 1 partitions and replication factor 1 is successful (kafka.server.KafkaApis)
[2020-08-19 15:05:06,644] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions Set(part-0) (kafka.server.ReplicaFetcherManager)
[2020-08-19 15:05:06,665] INFO [Log partition=part-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[2020-08-19 15:05:06,667] INFO [Log partition=part-0, dir=C:\study\kafka\kafka\bin\windows\studykafkakafkalogs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 16 ms (kafka.log.Log)
[2020-08-19 15:05:06,668] INFO Created log for partition part-0 in C:\study\kafka\kafka\bin\windows\studykafkakafkalogs\part-0 with properties {compression.type -> producer, min.insync.replicas -> 1, message.downconversion.enable -> true, segment.jitter.ms -> 0, cleanup.policy -> [delete], flush.ms -> 9223372036854775807, retention.ms -> 604800000, segment.bytes -> 1073741824, flush.messages -> 9223372036854775807, message.format.version -> 2.5-IV0, max.compaction.lag.ms -> 9223372036854775807, file.delete.delay.ms -> 60000, max.message.bytes -> 1048588, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, preallocate -> false, index.interval.bytes -> 4096, min.cleanable.dirty.ratio -> 0.5, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, segment.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760}. (kafka.log.LogManager)
[2020-08-19 15:05:06,669] INFO [Partition part-0 broker=0] No checkpointed highwatermark is found for partition part-0 (kafka.cluster.Partition)
[2020-08-19 15:05:06,670] INFO [Partition part-0 broker=0] Log loaded for partition part-0 with initial high watermark 0 (kafka.cluster.Partition)
[2020-08-19 15:05:06,670] INFO [Partition part-0 broker=0] part-0 starts at leader epoch 0 from offset 0 with high watermark 0. Previous leader epoch was -1. (kafka.cluster.Partition)
[2020-08-19 15:06:05,332] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
[2020-08-19 15:16:05,332] INFO [GroupMetadataManager brokerId=0] Removed 0 expired offsets in 0 milliseconds. (kafka.coordinator.group.GroupMetadataManager)
